"Inicio del informe","Fin del informe","Nombre de la campaña","Entrega de la campaña","Presupuesto del conjunto de anuncios","Tipo de presupuesto del conjunto de anuncios","Configuración de atribución",Resultados,"Indicador de resultado",Alcance,Impresiones,"Costo por resultados","Importe gastado (UAH)",Finalización
2022-02-10,2025-03-10,"Новая кампания с целью ""Лиды""",not_delivering,"Con el presupuesto del conjunto de anuncios",0,"7 días tras clic o 1 día tras visualización",,,2641,2670,,300,"En curso"
